MIDAS,Lake,Towns,Area_ac,Perim_mi,D_Mean_ft,D_Max_ft,Volume_acft,DDrain_sqmi,TDrain_sqmi,Flushes_p_yr,Trop_Cat,Dam,Elev_ft,Major_Drainage,Sub_Drainage,HUC10_Name,HUC10_Code,USGS_Quad24,County,UTM_X,UTM_Y,Latitude,Longitude,WQ_Statement,Invasives,Fishery
104,Grass Pond,Pierce Pond Twp,68,2.2,8,34,486.089714,0.660231,3.58,8.26,MESO,no dam,1161,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Pierce Pond,Somerset,414273,5018063,45.31083814,-70.09363033,n/a,None known,Coldwater
105,Spinney Creek Pond,Eliot,127,3.1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,Coastal Drainages-Portsmouth Harbor to Salisbury B,106000310,Portsmouth,York,356310,4773400,43.09970748,-70.76572216,n/a,None known,n/a
106,Upper Kilgore Pond,"Bowtown Twp, Pierce Pond Twp",14,0.6,6,26,141.06528,0.324324,0.33,2.68,NA,no dam,1187,KENNEBEC,UPPER KENNEBEC,Dead River,103000204,Pierce Pond,Somerset,415521,5019194,45.3211655,-70.07789748,n/a,None known,Coldwater
107,Kittery Club Pond,Kittery,1,0.2,6,14,NA,NA,0.01,NA,MESO,no dam,85,PISCATAQUA,PISCATAQUA-SALMON FALLS,Coastal Drainages-Portsmouth Harbor to Salisbury B,106000310,Portsmouth,York,356613,4774434,43.10906788,-70.7622678,n/a,None known,n/a
108,Kilgore Pond,"Bowtown Twp, Pierce Pond Twp",102,3.4,11,34,1104.821246,1.424709,2.57,2.89,EUTRO,no dam,1173,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Pierce Pond,Somerset,415607,5018156,45.31183124,-70.0766272,n/a,None known,Coldwater
109,Bell Marsh Reservoir,York,194,5.5,NA,NA,NA,NA,1.27,NA,NA,NA,136,COASTAL,YORK,South York County Coastal Drainages,106000303,York Harbor,York,359788,4784083,43.19651029,-70.72570809,n/a,None known,No fishery
110,unnamed pond,T34 MD,12,0.7000000000000001,NA,NA,NA,NA,NA,NA,NA,NA,405,NA,NA,Narraguagus River,105000209,Alligator Lake,Hancock,568768,4979356,44.96431181,-68.12802463,n/a,None known,n/a
111,King Pond,Bowtown Twp,22,0.9,5,15,99.56144246,1.185327,0.93,15.19,EUTRO,no dam,1214,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Pierce Pond,Somerset,416054,5017303,45.30420798,-70.07078178,n/a,None known,Coldwater
112,Split Rock Pond,Pierce Pond Twp,7,0.4,5,15,25.56840629,0.19305,0.08,8.45,EUTRO,no dam,1285,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Pierce Pond,Somerset,415876,5016604,45.2979039,-70.07293143,n/a,None known,Coldwater
113,Penman Pond,"T26 ED BPP, T31 MD BPP",21,0.8,10,14,179.0993981,0.023166,0.4,0.46,MESO,surface increased <50%,236,MACHIAS,NEW & OLD STREAMS,Machias River,105000205,Wesley,Washington,600475,4979931,44.96570854,-67.72594318,n/a,None known,n/a
114,Otter Pond,Bowtown Twp,80,1.7,18,36,773.42688,0.7722,1.97,3.12,MESO,no dam,1130,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Pierce Pond,Somerset,418336,5013106,45.26670413,-70.04098943,n/a,None known,Coldwater
115,Legion Pond,Kittery,4,0.4,NA,NA,NA,NA,0.07,NA,NA,NA,10,PISCATAQUA,PISCATAQUA-SALMON FALLS,Coastal Drainages-Portsmouth Harbor to Salisbury B,106000310,Portsmouth,York,357502,4772573,43.09248273,-70.75087606,n/a,"European naiad, Curly-leaf pondweed",No fishery
116,North Otter Pond,Bowtown Twp,68,1.6,7,16,380.2844304,1.216215,1.06,3.79,EUTRO,no dam,1159,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Pierce Pond,Somerset,418766,5014007,45.27486703,-70.03565141,n/a,None known,Coldwater
117,Leigh's Mill Pond,South Berwick,36,1.2,10,23,NA,NA,86.60000000000001,NA,EUTRO,surface increased >50%,25,PISCATAQUA,PISCATAQUA-SALMON FALLS,Great Works River,106000304,Dover East,York,353155,4786854,43.22019085,-70.80804515,Below average,None known,Coldwater + Warmwater
118,Moose Pond,Bowtown Twp,12,0.6,6,15,59.50717229,0.432432,0.8300000000000001,8.26,EUTRO,no dam,1186,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Pierce Pond,Somerset,419513,5016023,45.2931002,-70.02645727,n/a,None known,Coldwater
119,Little Ell Pond,"Sanford, Wells",34,1.3,15,51,576.9606434,0.698841,0.75,1.3900000000000001,EUTRO,no dam,210,PISCATAQUA,PISCATAQUA-SALMON FALLS,Great Works River,106000304,North Berwick,York,360901,4800751,43.3467351,-70.71622553,Below average,None known,Coldwater + Warmwater
120,Alder Pond,"Lower Enchanted Twp, T3 R5 BKP WKR",110,2,NA,NA,1062.85392,1.366794,1.9100000000000001,2.04,NA,NA,1147,KENNEBEC,DEAD,Dead River,103000204,Basin Mtn,Somerset,404707,5020446,45.33104551,-70.21608925,n/a,None known,n/a
121,Booming Ground (Spednic Lake),"Vanceboro, Forest Twp, Forest City Twp, T11 R3 NBP",17219,105.9,20,54,NA,NA,413,NA,MESO,surface increased >50%,380,ST. CROIX,ST. CROIX,Spednick Lake,105000101,Vanceboro,Washington,618738,5050806,45.60320507,-67.60817859,Average,None known,Coldwater + Warmwater
122,Eagle Pond,T3 R5 BKP WKR,8,0.4,NA,NA,87.55776,0.486486,0.27,6.11,NA,NA,1150,KENNEBEC,DEAD,Dead River,103000204,Basin Mtn,Somerset,403660,5021117,45.33694398,-70.22958406,n/a,None known,n/a
123,Bell Marsh Pond,York,23,1.5,NA,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,South York County Coastal Drainages,106000303,York Harbor,York,360320,4786197,43.21563886,-70.71970351,n/a,None known,n/a
124,Parker Bog Pond #1,T3 R5 BKP WKR,1,0.2,NA,NA,NA,NA,2.36,NA,NA,NA,1160,KENNEBEC,DEAD,Dead River,103000204,Basin Mtn,Somerset,403573,5022454,45.34896321,-70.23094668,n/a,None known,n/a
126,Heald Pond,T3 R5 BKP WKR,11,1.3,NA,NA,543.1824,1.046331,0.34,2.08,NA,NA,1320,KENNEBEC,DEAD,Dead River,103000204,Basin Mtn,Somerset,402593,5023934,45.36215145,-70.24375642,n/a,None known,n/a
127,Champlin Mill Pond,North Berwick,0.3,0.1,NA,NA,NA,NA,0.01,NA,NA,NA,135,PISCATAQUA,PISCATAQUA-SALMON FALLS,Great Works River,106000304,North Berwick,York,358592,4795610,43.30003742,-70.74338399,n/a,None known,n/a
128,Bill Morris Pond,T3 R5 BKP WKR,22,0.8,11,23,181.0806356,0.69498,0.49,4.27,MESO,no dam,1615,KENNEBEC,DEAD,Dead River,103000204,Enchanted Pond,Somerset,402699,5026441,45.38472311,-70.24289519,n/a,None known,Coldwater
130,Parker Bog Pond #2,T3 R5 BKP WKR,3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,1165,KENNEBEC,DEAD,Dead River,103000204,Basin Mtn,Somerset,403509,5022782,45.35190743,-70.23182614,n/a,None known,n/a
132,Parker Bog Pond #3,T3 R5 BKP WKR,0.5,0.2,NA,NA,NA,NA,1.6,NA,NA,NA,1170,KENNEBEC,DEAD,Dead River,103000204,Basin Mtn,Somerset,403524,5022964,45.35354424,-70.23167427,n/a,None known,n/a
133,Lone Pond,Waterboro,10,0.6,21,48,NA,NA,0.14,NA,MESO,no dam,335,SACO,LOWER SACO,Saco River at mouth,106000211,Waterboro,York,363766,4831276,43.62199909,-70.68853348,n/a,None known,No fishery
134,Little Gordon Pond,Lower Enchanted Twp,13,0.7000000000000001,2,4,148.36176,3.93822,6.19,41.69,NA,no dam,1439,KENNEBEC,DEAD,Dead River,103000204,Enchanted Pond,Somerset,405420,5027455,45.39422437,-70.20834125,n/a,None known,Coldwater
135,Tomah Lake,Forest Twp,59,1.4000000000000001,20,46,1199.8656,0.586872,0.71,0.66,OLIGO,no dam,541,ST. CROIX,ST. CROIX,Tomah Stream,105000106,Forest,Washington,598064,5049356,45.59082987,-67.7427823,n/a,None known,Coldwater
136,Redmond Pond,Lower Enchanted Twp,14,0.7000000000000001,NA,NA,145.9296,0.409266,0.36,3.16,NA,NA,1330,KENNEBEC,DEAD,Dead River,103000204,Basin Mtn,Somerset,405688,5024219,45.36513722,-70.20429597,n/a,None known,No fishery
137,Goose Ponds (North),Shapleigh,39,1.3,NA,NA,486.432,0.401544,0.55,19.4,NA,NA,478,COASTAL,MOUSAM,Mousam River,106000302,Mousam Lake,York,349484,4824395,43.56443928,-70.86281531,n/a,None known,No fishery
138,Stony Brook Pond,Lower Enchanted Twp,9,0.7000000000000001,NA,NA,NA,NA,9.71,NA,NA,NA,1180,KENNEBEC,DEAD,Dead River,103000204,Basin Mtn,Somerset,406394,5023998,45.36323911,-70.19524459,n/a,None known,n/a
140,Call Pond,Lower Enchanted Twp,17,1.1,NA,NA,158.0904,1.100385,0.96,7.58,NA,NA,981,KENNEBEC,DEAD,Dead River,103000204,Basin Mtn,Somerset,408885,5021648,45.34242193,-70.1630104,n/a,None known,n/a
142,Lower Enchanted Pond,Lower Enchanted Twp,13,1.1,NA,NA,NA,NA,29,NA,NA,NA,1065,KENNEBEC,DEAD,Dead River,103000204,Basin Mtn,Somerset,411866,5023417,45.35872437,-70.12527777,n/a,None known,n/a
143,Mathews Millpond,Berwick,2,0.3,NA,7,NA,NA,2.59,NA,NA,surface increased >50%,185,PISCATAQUA,PISCATAQUA-SALMON FALLS,Salmon Falls River,106000305,Somersworth,York,351617,4794386,43.28767809,-70.82899672,n/a,None known,Coldwater
144,John's Pond,Lower Enchanted Twp,10,0.6,NA,NA,97.2864,0.208494,0.38,2.46,NA,NA,1202,KENNEBEC,DEAD,Dead River,103000204,Enchanted Pond,Somerset,409876,5026316,45.38455633,-70.15121084,n/a,None known,n/a
146,Gordon Pond,Upper Enchanted Twp,23,0.8,5,9,274.83408,1.818531,2.29,7.22,NA,no dam,1568,KENNEBEC,DEAD,Dead River,103000204,Enchanted Pond,Somerset,403633,5028377,45.40227543,-70.23134802,n/a,None known,Remote
148,Little Enchanted Pond,Upper Enchanted Twp,39,1.4000000000000001,21,55,696.9195579,0.42471,0.47000000000000003,0.9500000000000001,MESO,no dam,1852,KENNEBEC,DEAD,Dead River,103000204,Enchanted Pond,Somerset,403049,5031998,45.43478272,-70.23951883,n/a,None known,Remote
150,Enchanted Pond,Upper Enchanted Twp,334,4.2,70,185,25391.25748,7.444008,9.53,0.52,OLIGO,surface increased <50%,1443,KENNEBEC,DEAD,Dead River,103000204,Enchanted Pond,Somerset,407410,5031791,45.43350579,-70.18373792,n/a,None known,Coldwater
152,Grace Pond,Upper Enchanted Twp,168,2.5,7,41,1002.04384,3.092661,3.12,4.27,MESO,no dam,1931,KENNEBEC,UPPER MOOSE,Moose River (2) above Attean Pond,103000102,Enchanted Pond,Somerset,407956,5036621,45.47704605,-70.17765619,Average,None known,Coldwater
153,unnamed pond,Lebanon,4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,415,NA,NA,Salmon Falls River,106000305,Milton,York,339474,4808961,43.4163487,-70.98285596,n/a,None known,n/a
154,McKenney Pond #1,Upper Enchanted Twp,10,1.1,NA,NA,179.97984,1.108107,0.7000000000000001,9.6,NA,NA,1630,KENNEBEC,DEAD,Dead River,103000204,Enchanted Pond,Somerset,405983,5034340,45.45625401,-70.20246528,n/a,None known,Remote
155,Milton Pond,Lebanon,395.40000000000003,7.8,14,55,3628.990183,2.988414,107,32.81,MESO,surface increased <50%,413,PISCATAQUA,PISCATAQUA-SALMON FALLS,Salmon Falls River,106000305,Milton,York,339678,4809388,43.42024134,-70.98046677,n/a,None known,Coldwater + Warmwater
156,unnamed pond,Mayfield Twp,4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,1015,NA,NA,Austin Stream,103000302,Dimmick Mtn,Somerset,438159,4999342,45.14484784,-69.78661939,n/a,None known,n/a
157,Poverty Pond (Big),"Newfield, Shapleigh",147,2.2,10,17,1317.635895,1.837836,2.99,2.72,MESO,NA,389,SACO,MIDDLE SACO,Little Ossipee River,106000210,Limerick,York,352377,4832001,43.62635286,-70.82981469,Average,None known,Warmwater
158,Markham Pond,Johnson Mountain Twp,3,0.4,NA,NA,NA,NA,3.89,NA,NA,NA,1715,KENNEBEC,UPPER KENNEBEC,Kennebec River (2) above The Forks,103000106,Johnson Mtn,Somerset,416319,5035609,45.46899583,-70.07051111,n/a,None known,n/a
159,Pleasant Lake,Alexander,337,3.5,17,36,5961.459998,3.038607,3.12,0.78,MESO,surface increased <50%,230,COASTAL,DENNYS,Dennys River,105000201,Meddybemps Lake West,Washington,619330,4991232,45.06449169,-67.48425137,Above average,None known,Coldwater + Warmwater
160,Mountain Pond #2,Johnson Mountain Twp,3,0.3,NA,NA,NA,NA,0.05,NA,NA,NA,2870,KENNEBEC,UPPER KENNEBEC,Kennebec River (2) above The Forks,103000106,Johnson Mtn,Somerset,412870,5036743,45.47877656,-70.11482387,n/a,None known,No fishery
161,unnamed pond,Mayfield Twp,5,0.7000000000000001,NA,NA,NA,NA,NA,NA,NA,NA,1065,NA,NA,Austin Stream,103000302,Dimmick Mtn,Somerset,439546,5001860,45.16763218,-69.76928437,n/a,None known,n/a
162,Little Wilson Hill Pd,Johnson Mountain Twp,13,0.7000000000000001,NA,NA,197.00496,2.957526,2.38,17.8,NA,NA,1155,KENNEBEC,UPPER KENNEBEC,Kennebec River (2) above The Forks,103000106,Johnson Mtn,Somerset,421249,5031984,45.43693811,-70.00686128,n/a,None known,No fishery
164,Wethem Pond,Eustis,12,0.7000000000000001,7,16,59.13197107,0.969111,0.93,13.82,EUTRO,no dam,1186,KENNEBEC,NORTH BRANCH DEAD,North Branch Dead River,103000201,Stratton,Franklin,382721,5007692,45.21294881,-70.4935678,n/a,None known,Warmwater
166,Butler Pond,Flagstaff Twp,14,0.7000000000000001,NA,NA,170.2512,0.664092,0.55,3.9,NA,NA,1334,KENNEBEC,DEAD,Flagstaff Lake,103000203,Stratton,Somerset,388168,5010748,45.24133654,-70.42490491,n/a,None known,n/a
168,unnamed pond,Moscow,11,0.9,NA,NA,NA,NA,NA,NA,NA,NA,1220,NA,NA,Kennebec River (6),103000303,Mahoney Hill,Somerset,434421,4993745,45.0941307,-69.83342372,n/a,None known,n/a
170,Spring Lake,T3 R4 BKP WKR,729,7,31,78,19335.75923,5.077215,6.18,0.34,MESO,surface increased <50%,1302,KENNEBEC,DEAD,Dead River,103000204,The Horns,Somerset,400880,5009962,45.23617052,-70.262825,n/a,None known,Coldwater
171,Round Pond,Charlotte,542,3.7,9,14,4294.233776,8.444007,10.4,3.25,EUTRO,no dam,77,COASTAL,PENNAMAQUAN,Pennamaquan River,105000202,Meddybemps Lake East,Washington,636478,4986632,45.01999973,-67.26777653,n/a,None known,Coldwater + Warmwater
172,Jones Pond,Wyman Twp,24,1.2,1,3,364.824,2.335905,2.6,9.04,EUTRO,no dam,1260,KENNEBEC,SOUTH BRANCH DEAD,Flagstaff Lake,103000203,Sugarloaf Mtn,Franklin,393365,4997113,45.11943765,-70.35579801,n/a,None known,No fishery
174,unnamed pond,Bingham,3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,1190,NA,NA,Kennebec River (6),103000303,Mahoney Hill,Somerset,435357,4991105,45.07045444,-69.82119412,n/a,None known,n/a
176,Caribou Pond,Mount Abram Twp,6,0.9,NA,NA,NA,NA,4.17,NA,NA,NA,2725,KENNEBEC,CARRABASSETT,Carrabassett River,103000304,Sugarloaf Mtn,Franklin,392929,4984617,45.00691564,-70.35866609,n/a,None known,Coldwater
177,Meddybemps Lake,"Alexander, Baileyville, Baring, Meddybemps",6719,46.1,14,58,95294.95874,26.837811,44.7,0.6,MESO,surface increased <50%,173,COASTAL,DENNYS,Dennys River,105000201,Meddybemps Lake West,Washington,627357,4992636,45.07572225,-67.38197391,Above average,None known,Coldwater + Warmwater
178,Lily Pond,Concord Twp,6,0.5,NA,NA,14.14892866,0.335907,0.1,28.01,NA,NA,550,KENNEBEC,UPPER MIDDLE KENNEBEC,Kennebec River (6),103000303,Bingham,Somerset,426565,4984247,45.00787045,-69.9318681,n/a,None known,n/a
179,unnamed pond,Calais,53,2.3,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,St. Croix River (6) at Robbinston,105000108,Meddybemps Lake East,Washington,636999,4995769,45.10211216,-67.25867881,n/a,None known,n/a
180,Lily Pond,Concord Twp,24,1,4,6,240.78384,0.335907,0.29,1.6600000000000001,EUTRO,no dam,350,KENNEBEC,UPPER MIDDLE KENNEBEC,Kennebec River (6),103000303,Mahoney Hill,Somerset,431493,4985070,45.0157709,-69.86944351,n/a,None known,Warmwater
181,North Myers Pond,Columbia,4,0.3,12,29,NA,NA,0.19,NA,MESO,no dam,212,COASTAL,PLEASANT,Pleasant River,105000208,Epping,Washington,592128,4947679,44.67656913,-67.83760661,n/a,None known,Bait
182,Jackson Pond,Concord Twp,31,1.2,10,21,301.7339317,0.598455,0.59,2.43,EUTRO,surface increased <50%,556,KENNEBEC,UPPER MIDDLE KENNEBEC,Kennebec River (6),103000303,Bingham,Somerset,428821,4985226,45.01690834,-69.90337759,n/a,None known,Coldwater
183,South Myers Pond,Columbia,3,0.3,8,12,NA,NA,0.5,NA,MESO,no dam,215,COASTAL,PLEASANT,Bois Bubert Coastal,105000211,Epping,Washington,592094,4947573,44.67561532,-67.83806281,n/a,None known,Bait
184,Tibbetts Pond,Concord Twp,5,0.3,13,28,NA,NA,0.2,NA,EUTRO,no dam,375,KENNEBEC,UPPER MIDDLE KENNEBEC,Kennebec River (6),103000303,Mahoney Hill,Somerset,431788,4984295,45.00882483,-69.86560412,n/a,None known,Coldwater
186,Morse Pond,Bingham,2,0.3,NA,NA,NA,NA,0.59,NA,NA,NA,1185,KENNEBEC,UPPER MIDDLE KENNEBEC,Kennebec River (6),103000303,Mahoney Hill,Somerset,436088,4991422,45.07337467,-69.81194815,n/a,None known,n/a
188,Withee Pond,Mayfield Twp,18,0.8,NA,NA,NA,NA,0.37,NA,NA,NA,1388,KENNEBEC,UPPER MIDDLE KENNEBEC,Austin Stream,103000302,Mahoney Hill,Somerset,439137,4992882,45.08678474,-69.77338978,n/a,None known,n/a
190,Chase Pond,Moscow,109,1.7,7,8,559.6323952,1.806948,2.75,7.69,EUTRO,no dam,1350,KENNEBEC,UPPER MIDDLE KENNEBEC,Austin Stream,103000302,Caratunk,Somerset,430221,5000969,45.15875263,-69.88779882,n/a,None known,Coldwater
192,Little Chase Pond,Moscow,2,0.6,NA,NA,NA,NA,3.16,NA,NA,NA,1280,KENNEBEC,UPPER MIDDLE KENNEBEC,Austin Stream,103000302,Caratunk,Somerset,429844,4999560,45.14603182,-69.89240027,n/a,None known,n/a
194,Mink Pond #1,Moscow,5,0.4,NA,NA,NA,NA,0.1,NA,NA,NA,1265,KENNEBEC,UPPER MIDDLE KENNEBEC,Austin Stream,103000302,Caratunk,Somerset,429605,4997893,45.13099889,-69.89521255,n/a,None known,n/a
196,Temple Pond,Moscow,6,0.5,NA,NA,NA,NA,NA,NA,EUTRO,NA,470,KENNEBEC,UPPER MIDDLE KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Bingham,Somerset,429239,4991709,45.07530892,-69.89898395,n/a,None known,n/a
198,Mink Pond #2,Moscow,2,0.2,NA,NA,NA,NA,0.07,NA,NA,NA,1270,KENNEBEC,UPPER MIDDLE KENNEBEC,Austin Stream,103000302,Caratunk,Somerset,429801,4998174,45.13355335,-69.89275712,n/a,None known,n/a
200,Clear Pond,Pleasant Ridge Plt,25,1,17,34,386.0891856,0.610038,0.59,1.86,MESO,no dam,1202,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Bingham,Somerset,422355,4995667,45.1102065,-69.98704958,n/a,None known,Coldwater
202,Rowe Pond,Pleasant Ridge Plt,205,4,14,43,2861.326306,0.88803,1.84,0.67,MESO,no dam,1204,KENNEBEC,CARRABASSETT,Kennebec River (4) at Wyman Dam,103000301,Bingham,Somerset,422025,4997238,45.12431469,-69.99148436,n/a,None known,Coldwater
204,Bean Pond,Pleasant Ridge Plt,28,1.5,12,38,260.5354924,0.486486,0.6,2.18,MESO,no dam,1250,KENNEBEC,CARRABASSETT,Kennebec River (4) at Wyman Dam,103000301,Caratunk,Somerset,423027,4997604,45.12771624,-69.97880458,n/a,None known,Coldwater
206,Brandy Pond,Pleasant Ridge Plt,3,0.3,NA,8,19.45728,0.011583,0.06,2.33,MESO,no dam,1225,KENNEBEC,CARRABASSETT,Kennebec River (4) at Wyman Dam,103000301,Caratunk,Somerset,421688,4998040,45.13149083,-69.99589914,n/a,None known,Coldwater
208,Lost Pond,Pleasant Ridge Plt,21,0.9,10,20,186.87777,0.366795,0.35000000000000003,2.41,MESO,no dam,1254,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Caratunk,Somerset,422613,4999530,45.1450052,-69.98436921,n/a,None known,Coldwater
210,unnamed pond,Moscow,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1345,NA,NA,Austin Stream,103000302,Caratunk,Somerset,429216,4999347,45.14405251,-69.9003651,n/a,None known,n/a
212,Moores Bog,Caratunk,17,1.6,NA,NA,NA,NA,7.78,NA,NA,NA,1010,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Caratunk,Somerset,424861,5009064,45.23105827,-69.95720479,n/a,None known,n/a
214,Log Landing Pond,Caratunk,12,0.9,NA,NA,NA,NA,0.7000000000000001,NA,NA,NA,1031,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Caratunk,Somerset,425603,5007291,45.21517403,-69.9474975,n/a,None known,n/a
216,Deer Pond,Caratunk,6,0.6,NA,NA,NA,NA,1.6400000000000001,NA,NA,NA,1230,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Caratunk,Somerset,427797,5006251,45.20604924,-69.91940615,n/a,None known,n/a
218,Sunday Pond,Caratunk,3,0.4,NA,NA,28.456272,0.042471,0.11,2.17,NA,NA,1980,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Caratunk,Somerset,428122,5009282,45.2333613,-69.91570728,n/a,None known,n/a
219,Kerosene Pond,T30 MD BPP,6,0.4,12,17,62.44530264,0.030888,0.22,0.99,MESO,no dam,236,MACHIAS,WEST BRANCH-MOPANG,Machias River,105000205,Tug Mtn,Washington,589724,4973818,44.91213646,-67.86333285,n/a,None known,n/a
220,Robinson Pond,Caratunk,39,1.6,8,18,260.4842549,0.274131,0.4,1.75,MESO,no dam,1476,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Caratunk,Somerset,429249,5004590,45.19124765,-69.90068428,n/a,None known,Coldwater
224,Pleasant Pond,"Caratunk, The Forks Plt",1037,6.6000000000000005,77,198,77992.78491,4.158297,5.78,0.1,OLIGO,no dam,1268,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,The Forks,Somerset,427740,5011543,45.25367386,-69.92090591,Above average,None known,Coldwater
226,Doughnut Pond,Caratunk,4,0.4,NA,NA,39.400992,0.046332,0.07,1.62,NA,NA,1590,KENNEBEC,UPPER MIDDLE KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Caratunk,Somerset,429251,5004141,45.18720487,-69.90059056,n/a,None known,n/a
227,Lake Wassookeag,Dexter,1152,12,27,86,31713.05747,9.857133,11.700000000000001,0.39,MESO,surface increased <50%,433,KENNEBEC,EAST BRANCH SEBASTICOOK,Sebasticook River (3) at Burnham,103000308,Dexter,Penobscot,475877,4986538,45.031886,-69.30624229,Above average,None known,Coldwater + Warmwater
228,Chase Bog,Caratunk,16,0.8,NA,NA,170.2512,1.04247,1.05,8.81,NA,NA,1488,KENNEBEC,UPPER MIDDLE KENNEBEC,Austin Stream,103000302,Caratunk,Somerset,430220,5002837,45.17556207,-69.88808247,n/a,None known,n/a
230,Decker Pond #2,Caratunk,15,0.8,NA,NA,128.053224,0.220077,0.77,2.19,NA,NA,1250,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Caratunk,Somerset,426409,5005121,45.19572993,-69.93690723,n/a,None known,Coldwater
232,Decker Pond #1,Caratunk,6,0.5,NA,NA,68.10048,0.46332,0.68,12.3,NA,NA,1245,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Caratunk,Somerset,426045,5005125,45.19572825,-69.94154366,n/a,None known,Coldwater
234,Heald Pond (Big),Caratunk,50,1.5,4,6,127.6564576,1.177605,1.21,13.620000000000001,EUTRO,no dam,1380,KENNEBEC,UPPER MIDDLE KENNEBEC,Austin Stream,103000302,Caratunk,Somerset,431178,5004588,45.19141612,-69.8761235,n/a,None known,Coldwater
235,Round Pond,"Lee, T3 R7 WELS",13,0.6,12,29,138.0027041,0.030888,0.05,0.37,MESO,no dam,286,PENOBSCOT,PASSADUMKEAG,Passadumkeag River,102000503,Weir Pond,Penobscot,560315,5020564,45.33599241,-68.23021545,n/a,None known,Warmwater
236,Big Dimmock Pond,Caratunk,83,1.8,18,39,1413.259508,0.891891,1.21,1.18,MESO,no dam,1463,KENNEBEC,UPPER KENNEBEC,Kennebec River (2) above The Forks,103000106,Dimmick Mtn,Somerset,432530,5007653,45.21913222,-69.85933042,n/a,None known,Coldwater
238,Mountain Dimmock Pond,Caratunk,43,1.6,22,58,765.0433056,0.204633,0.27,0.5,OLIGO,no dam,2030,KENNEBEC,UPPER KENNEBEC,Kennebec River (2) above The Forks,103000106,Caratunk,Somerset,431275,5006075,45.20480847,-69.87509423,n/a,None known,Coldwater
240,Little Dimmick Pond,Caratunk,40,1.1,8,14,310.2147115,3.003858,4.35,19.55,EUTRO,no dam,1401,KENNEBEC,UPPER KENNEBEC,Kennebec River (2) above The Forks,103000106,Dimmick Mtn,Somerset,431508,5008769,45.22907542,-69.87250372,n/a,None known,Coldwater
242,Baker Pond,Caratunk,199,3.4,30,74,5907.885918,6.108102,10.700000000000001,2.15,MESO,no dam,1065,KENNEBEC,UPPER KENNEBEC,Kennebec River (2) above The Forks,103000106,Dimmick Mtn,Somerset,434176,5009461,45.23556161,-69.83860759,n/a,None known,Coldwater
