MIDAS,Lake,Towns,Flushes_p_yr,Trop_Cat,Dam,Major_Drainage,Sub_Drainage,HUC10_Name,HUC10_Code,USGS_Quad24,County,UTM_X,UTM_Y,Latitude,Longitude,WQ_Statement,Invasives,Fishery,Area_sq_m,Perim_km,D_Mean_m,D_Max_m,Volume_m3,DDrain_ha,TDrain_ha,Elev_m
103,Lower Narrows Pond,Winthrop,1.58,MESO,surface increased <50%,KENNEBEC,COBBOSSEECONTEE STREAM,Cobbosseecontee Stream,103000311,Winthrop,Kennebec,424028,4904575,44.29045444,-69.95223952,Above average,None known,Coldwater + Warmwater,902448.98,0.69,9.4,32.3,7206124,349,2211.85,52.4
104,Grass Pond,Pierce Pond Twp,8.26,MESO,no dam,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Pierce Pond,Somerset,414273,5018063,45.31083814,-70.09363033,n/a,None known,Coldwater,275186.24,0.35,2.4,10.4,599583,171,927.22,353.9
105,Spinney Creek Pond,Eliot,NA,NA,NA,NA,NA,Coastal Drainages-Portsmouth Harbor to Salisbury B,106000310,Portsmouth,York,356310,4773400,43.09970748,-70.76572216,n/a,None known,n/a,513950.77,0.5,NA,NA,NA,NA,NA,1.5
106,Upper Kilgore Pond,"Bowtown Twp, Pierce Pond Twp",2.68,NA,no dam,KENNEBEC,UPPER KENNEBEC,Dead River,103000204,Pierce Pond,Somerset,415521,5019194,45.3211655,-70.07789748,n/a,None known,Coldwater,56655.99,0.1,1.8,7.9,174001,84,85.47,361.8
107,Kittery Club Pond,Kittery,NA,MESO,no dam,PISCATAQUA,PISCATAQUA-SALMON FALLS,Coastal Drainages-Portsmouth Harbor to Salisbury B,106000310,Portsmouth,York,356613,4774434,43.10906788,-70.7622678,n/a,None known,n/a,4046.86,0.03,1.8,4.3,NA,NA,2.59,25.9
108,Kilgore Pond,"Bowtown Twp, Pierce Pond Twp",2.89,EUTRO,no dam,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Pierce Pond,Somerset,415607,5018156,45.31183124,-70.0766272,n/a,None known,Coldwater,412779.36,0.55,3.4,10.4,1362777,369,665.63,357.5
109,Bell Marsh Reservoir,York,NA,NA,NA,COASTAL,YORK,South York County Coastal Drainages,106000303,York Harbor,York,359788,4784083,43.19651029,-70.72570809,n/a,None known,No fishery,785090.15,0.89,NA,NA,NA,NA,328.93,41.5
110,unnamed pond,T34 MD,NA,NA,NA,NA,NA,Narraguagus River,105000209,Alligator Lake,Hancock,568768,4979356,44.96431181,-68.12802463,n/a,None known,n/a,48562.28,0.11,NA,NA,NA,NA,NA,123.4
111,King Pond,Bowtown Twp,15.19,EUTRO,no dam,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Pierce Pond,Somerset,416054,5017303,45.30420798,-70.07078178,n/a,None known,Coldwater,89030.84,0.14,1.5,4.6,122807,307,240.87,370
112,Split Rock Pond,Pierce Pond Twp,8.45,EUTRO,no dam,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Pierce Pond,Somerset,415876,5016604,45.2979039,-70.07293143,n/a,None known,Coldwater,28327.99,0.06,1.5,4.6,31538,50,20.72,391.7
113,Penman Pond,"T26 ED BPP, T31 MD BPP",0.46,MESO,surface increased <50%,MACHIAS,NEW & OLD STREAMS,Machias River,105000205,Wesley,Washington,600475,4979931,44.96570854,-67.72594318,n/a,None known,n/a,84983.98,0.13,3,4.3,220916,6,103.6,71.9
114,Otter Pond,Bowtown Twp,3.12,MESO,no dam,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Pierce Pond,Somerset,418336,5013106,45.26670413,-70.04098943,n/a,None known,Coldwater,323748.51,0.27,5.5,11,954008,200,510.23,344.4
115,Legion Pond,Kittery,NA,NA,NA,PISCATAQUA,PISCATAQUA-SALMON FALLS,Coastal Drainages-Portsmouth Harbor to Salisbury B,106000310,Portsmouth,York,357502,4772573,43.09248273,-70.75087606,n/a,"European naiad, Curly-leaf pondweed",No fishery,16187.43,0.06,NA,NA,NA,NA,18.13,3
116,North Otter Pond,Bowtown Twp,3.79,EUTRO,no dam,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Pierce Pond,Somerset,418766,5014007,45.27486703,-70.03565141,n/a,None known,Coldwater,275186.24,0.26,2.1,4.9,469074,315,274.54,353.3
117,Leigh's Mill Pond,South Berwick,NA,EUTRO,surface increased >50%,PISCATAQUA,PISCATAQUA-SALMON FALLS,Great Works River,106000304,Dover East,York,353155,4786854,43.22019085,-70.80804515,Below average,None known,Coldwater + Warmwater,145686.83,0.19,3,7,NA,NA,22429.3,7.6
118,Moose Pond,Bowtown Twp,8.26,EUTRO,no dam,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Pierce Pond,Somerset,419513,5016023,45.2931002,-70.02645727,n/a,None known,Coldwater,48562.28,0.1,1.8,4.6,73401,112,214.97,361.5
119,Little Ell Pond,"Sanford, Wells",1.3900000000000001,EUTRO,no dam,PISCATAQUA,PISCATAQUA-SALMON FALLS,Great Works River,106000304,North Berwick,York,360901,4800751,43.3467351,-70.71622553,Below average,None known,Coldwater + Warmwater,137593.12,0.21,4.6,15.5,711670,181,194.25,64
120,Alder Pond,"Lower Enchanted Twp, T3 R5 BKP WKR",2.04,NA,NA,KENNEBEC,DEAD,Dead River,103000204,Basin Mtn,Somerset,404707,5020446,45.33104551,-70.21608925,n/a,None known,n/a,445154.21,0.32,NA,NA,1311011,354,494.69,349.6
121,Booming Ground (Spednic Lake),"Vanceboro, Forest Twp, Forest City Twp, T11 R3 NBP",NA,MESO,surface increased >50%,ST. CROIX,ST. CROIX,Spednick Lake,105000101,Vanceboro,Washington,618738,5050806,45.60320507,-67.60817859,Average,None known,Coldwater + Warmwater,69682820.74,17.04,6.1,16.5,NA,NA,106966.51,115.8
122,Eagle Pond,T3 R5 BKP WKR,6.11,NA,NA,KENNEBEC,DEAD,Dead River,103000204,Basin Mtn,Somerset,403660,5021117,45.33694398,-70.22958406,n/a,None known,n/a,32374.85,0.06,NA,NA,108001,126,69.93,350.5
123,Bell Marsh Pond,York,NA,NA,NA,NA,NA,South York County Coastal Drainages,106000303,York Harbor,York,360320,4786197,43.21563886,-70.71970351,n/a,None known,n/a,93077.7,0.24,NA,NA,NA,NA,NA,42.1
124,Parker Bog Pond #1,T3 R5 BKP WKR,NA,NA,NA,KENNEBEC,DEAD,Dead River,103000204,Basin Mtn,Somerset,403573,5022454,45.34896321,-70.23094668,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,611.24,353.6
126,Heald Pond,T3 R5 BKP WKR,2.08,NA,NA,KENNEBEC,DEAD,Dead River,103000204,Basin Mtn,Somerset,402593,5023934,45.36215145,-70.24375642,n/a,None known,n/a,44515.42,0.21,NA,NA,670006,271,88.06,402.3
127,Champlin Mill Pond,North Berwick,NA,NA,NA,PISCATAQUA,PISCATAQUA-SALMON FALLS,Great Works River,106000304,North Berwick,York,358592,4795610,43.30003742,-70.74338399,n/a,None known,n/a,1214.06,0.02,NA,NA,NA,NA,2.59,41.1
128,Bill Morris Pond,T3 R5 BKP WKR,4.27,MESO,no dam,KENNEBEC,DEAD,Dead River,103000204,Enchanted Pond,Somerset,402699,5026441,45.38472311,-70.24289519,n/a,None known,Coldwater,89030.84,0.13,3.4,7,223360,180,126.91,492.3
130,Parker Bog Pond #2,T3 R5 BKP WKR,NA,NA,NA,KENNEBEC,DEAD,Dead River,103000204,Basin Mtn,Somerset,403509,5022782,45.35190743,-70.23182614,n/a,None known,n/a,12140.57,0.1,NA,NA,NA,NA,NA,355.1
132,Parker Bog Pond #3,T3 R5 BKP WKR,NA,NA,NA,KENNEBEC,DEAD,Dead River,103000204,Basin Mtn,Somerset,403524,5022964,45.35354424,-70.23167427,n/a,None known,n/a,2023.43,0.03,NA,NA,NA,NA,414.4,356.6
133,Lone Pond,Waterboro,NA,MESO,no dam,SACO,LOWER SACO,Saco River at mouth,106000211,Waterboro,York,363766,4831276,43.62199909,-70.68853348,n/a,None known,No fishery,40468.56,0.1,6.4,14.6,NA,NA,36.26,102.1
134,Little Gordon Pond,Lower Enchanted Twp,41.69,NA,no dam,KENNEBEC,DEAD,Dead River,103000204,Enchanted Pond,Somerset,405420,5027455,45.39422437,-70.20834125,n/a,None known,Coldwater,52609.13,0.11,0.6,1.2,183002,1019.99,1603.2,438.6
135,Tomah Lake,Forest Twp,0.66,OLIGO,no dam,ST. CROIX,ST. CROIX,Tomah Stream,105000106,Forest,Washington,598064,5049356,45.59082987,-67.7427823,n/a,None known,Coldwater,238764.53,0.23,6.1,14,1480012,152,183.89,164.9
136,Redmond Pond,Lower Enchanted Twp,3.16,NA,NA,KENNEBEC,DEAD,Dead River,103000204,Basin Mtn,Somerset,405688,5024219,45.36513722,-70.20429597,n/a,None known,No fishery,56655.99,0.11,NA,NA,180002,106,93.24,405.4
137,Goose Ponds (North),Shapleigh,19.4,NA,NA,COASTAL,MOUSAM,Mousam River,106000302,Mousam Lake,York,349484,4824395,43.56443928,-70.86281531,n/a,None known,No fishery,157827.4,0.21,NA,NA,600005,104,142.45,145.7
138,Stony Brook Pond,Lower Enchanted Twp,NA,NA,NA,KENNEBEC,DEAD,Dead River,103000204,Basin Mtn,Somerset,406394,5023998,45.36323911,-70.19524459,n/a,None known,n/a,36421.71,0.11,NA,NA,NA,NA,2514.88,359.7
140,Call Pond,Lower Enchanted Twp,7.58,NA,NA,KENNEBEC,DEAD,Dead River,103000204,Basin Mtn,Somerset,408885,5021648,45.34242193,-70.1630104,n/a,None known,n/a,68796.56,0.18,NA,NA,195002,285,248.64,299
142,Lower Enchanted Pond,Lower Enchanted Twp,NA,NA,NA,KENNEBEC,DEAD,Dead River,103000204,Basin Mtn,Somerset,411866,5023417,45.35872437,-70.12527777,n/a,None known,n/a,52609.13,0.18,NA,NA,NA,NA,7510.97,324.6
143,Mathews Millpond,Berwick,NA,NA,surface increased >50%,PISCATAQUA,PISCATAQUA-SALMON FALLS,Salmon Falls River,106000305,Somersworth,York,351617,4794386,43.28767809,-70.82899672,n/a,None known,Coldwater,8093.71,0.05,NA,2.1,NA,NA,670.81,56.4
144,John's Pond,Lower Enchanted Twp,2.46,NA,NA,KENNEBEC,DEAD,Dead River,103000204,Enchanted Pond,Somerset,409876,5026316,45.38455633,-70.15121084,n/a,None known,n/a,40468.56,0.1,NA,NA,120001,54,98.42,366.4
146,Gordon Pond,Upper Enchanted Twp,7.22,NA,no dam,KENNEBEC,DEAD,Dead River,103000204,Enchanted Pond,Somerset,403633,5028377,45.40227543,-70.23134802,n/a,None known,Remote,93077.7,0.13,1.5,2.7,339003,471,593.11,477.9
148,Little Enchanted Pond,Upper Enchanted Twp,0.9500000000000001,MESO,no dam,KENNEBEC,DEAD,Dead River,103000204,Enchanted Pond,Somerset,403049,5031998,45.43478272,-70.23951883,n/a,None known,Remote,157827.4,0.23,6.4,16.8,859638,110,121.73,564.5
150,Enchanted Pond,Upper Enchanted Twp,0.52,OLIGO,surface increased <50%,KENNEBEC,DEAD,Dead River,103000204,Enchanted Pond,Somerset,407410,5031791,45.43350579,-70.18373792,n/a,None known,Coldwater,1351650.05,0.68,21.3,56.4,31319655,1927.99,2468.26,439.8
152,Grace Pond,Upper Enchanted Twp,4.27,MESO,no dam,KENNEBEC,UPPER MOOSE,Moose River (2) above Attean Pond,103000102,Enchanted Pond,Somerset,407956,5036621,45.47704605,-70.17765619,Average,None known,Coldwater,679871.88,0.4,2.1,12.5,1236003,801,808.08,588.6
153,unnamed pond,Lebanon,NA,NA,NA,NA,NA,Salmon Falls River,106000305,Milton,York,339474,4808961,43.4163487,-70.98285596,n/a,None known,n/a,16187.43,0.06,NA,NA,NA,NA,NA,126.5
154,McKenney Pond #1,Upper Enchanted Twp,9.6,NA,NA,KENNEBEC,DEAD,Dead River,103000204,Enchanted Pond,Somerset,405983,5034340,45.45625401,-70.20246528,n/a,None known,Remote,40468.56,0.18,NA,NA,222002,287,181.3,496.8
155,Milton Pond,Lebanon,32.81,MESO,surface increased <50%,PISCATAQUA,PISCATAQUA-SALMON FALLS,Salmon Falls River,106000305,Milton,York,339678,4809388,43.42024134,-70.98046677,n/a,None known,Coldwater + Warmwater,1600127.03,1.26,4.3,16.8,4476293,774,27712.87,125.9
156,unnamed pond,Mayfield Twp,NA,NA,NA,NA,NA,Austin Stream,103000302,Dimmick Mtn,Somerset,438159,4999342,45.14484784,-69.78661939,n/a,None known,n/a,16187.43,0.1,NA,NA,NA,NA,NA,309.4
157,Poverty Pond (Big),"Newfield, Shapleigh",2.72,MESO,NA,SACO,MIDDLE SACO,Little Ossipee River,106000210,Limerick,York,352377,4832001,43.62635286,-70.82981469,Average,None known,Warmwater,594887.89,0.35,3,5.2,1625280,476,774.41,118.6
158,Markham Pond,Johnson Mountain Twp,NA,NA,NA,KENNEBEC,UPPER KENNEBEC,Kennebec River (2) above The Forks,103000106,Johnson Mtn,Somerset,416319,5035609,45.46899583,-70.07051111,n/a,None known,n/a,12140.57,0.06,NA,NA,NA,NA,1007.51,522.7
159,Pleasant Lake,Alexander,0.78,MESO,surface increased <50%,COASTAL,DENNYS,Dennys River,105000201,Meddybemps Lake West,Washington,619330,4991232,45.06449169,-67.48425137,Above average,None known,Coldwater + Warmwater,1363790.61,0.56,5.2,11,7353353,787,808.08,70.1
160,Mountain Pond #2,Johnson Mountain Twp,NA,NA,NA,KENNEBEC,UPPER KENNEBEC,Kennebec River (2) above The Forks,103000106,Johnson Mtn,Somerset,412870,5036743,45.47877656,-70.11482387,n/a,None known,No fishery,12140.57,0.05,NA,NA,NA,NA,12.95,874.8
161,unnamed pond,Mayfield Twp,NA,NA,NA,NA,NA,Austin Stream,103000302,Dimmick Mtn,Somerset,439546,5001860,45.16763218,-69.76928437,n/a,None known,n/a,20234.28,0.11,NA,NA,NA,NA,NA,324.6
162,Little Wilson Hill Pd,Johnson Mountain Twp,17.8,NA,NA,KENNEBEC,UPPER KENNEBEC,Kennebec River (2) above The Forks,103000106,Johnson Mtn,Somerset,421249,5031984,45.43693811,-70.00686128,n/a,None known,No fishery,52609.13,0.11,NA,NA,243002,766,616.42,352
164,Wethem Pond,Eustis,13.82,EUTRO,no dam,KENNEBEC,NORTH BRANCH DEAD,North Branch Dead River,103000201,Stratton,Franklin,382721,5007692,45.21294881,-70.4935678,n/a,None known,Warmwater,48562.28,0.11,2.1,4.9,72938,251,240.87,361.5
166,Butler Pond,Flagstaff Twp,3.9,NA,NA,KENNEBEC,DEAD,Flagstaff Lake,103000203,Stratton,Somerset,388168,5010748,45.24133654,-70.42490491,n/a,None known,n/a,56655.99,0.11,NA,NA,210002,172,142.45,406.6
168,unnamed pond,Moscow,NA,NA,NA,NA,NA,Kennebec River (6),103000303,Mahoney Hill,Somerset,434421,4993745,45.0941307,-69.83342372,n/a,None known,n/a,44515.42,0.14,NA,NA,NA,NA,NA,371.9
170,Spring Lake,T3 R4 BKP WKR,0.34,MESO,surface increased <50%,KENNEBEC,DEAD,Dead River,103000204,The Horns,Somerset,400880,5009962,45.23617052,-70.262825,n/a,None known,Coldwater,2950158.33,1.13,9.4,23.8,23850308,1314.99,1600.61,396.8
171,Round Pond,Charlotte,3.25,EUTRO,no dam,COASTAL,PENNAMAQUAN,Pennamaquan River,105000202,Meddybemps Lake East,Washington,636478,4986632,45.01999973,-67.26777653,n/a,None known,Coldwater + Warmwater,2193396.18,0.6,2.7,4.3,5296859,2186.99,2693.59,23.5
172,Jones Pond,Wyman Twp,9.04,EUTRO,no dam,KENNEBEC,SOUTH BRANCH DEAD,Flagstaff Lake,103000203,Sugarloaf Mtn,Franklin,393365,4997113,45.11943765,-70.35579801,n/a,None known,No fishery,97124.55,0.19,0.3,0.9,450004,605,673.4,384
174,unnamed pond,Bingham,NA,NA,NA,NA,NA,Kennebec River (6),103000303,Mahoney Hill,Somerset,435357,4991105,45.07045444,-69.82119412,n/a,None known,n/a,12140.57,0.05,NA,NA,NA,NA,NA,362.7
176,Caribou Pond,Mount Abram Twp,NA,NA,NA,KENNEBEC,CARRABASSETT,Carrabassett River,103000304,Sugarloaf Mtn,Franklin,392929,4984617,45.00691564,-70.35866609,n/a,None known,Coldwater,24281.14,0.14,NA,NA,NA,NA,1080.03,830.6
177,Meddybemps Lake,"Alexander, Baileyville, Baring, Meddybemps",0.6,MESO,surface increased <50%,COASTAL,DENNYS,Dennys River,105000201,Meddybemps Lake West,Washington,627357,4992636,45.07572225,-67.38197391,Above average,None known,Coldwater + Warmwater,27190828.3,7.42,4.3,17.7,117544601,6950.96,11577.25,52.7
178,Lily Pond,Concord Twp,28.01,NA,NA,KENNEBEC,UPPER MIDDLE KENNEBEC,Kennebec River (6),103000303,Bingham,Somerset,426565,4984247,45.00787045,-69.9318681,n/a,None known,n/a,24281.14,0.08,NA,NA,17452,87,25.9,167.6
179,unnamed pond,Calais,NA,NA,NA,NA,NA,St. Croix River (6) at Robbinston,105000108,Meddybemps Lake East,Washington,636999,4995769,45.10211216,-67.25867881,n/a,None known,n/a,214483.39,0.37,NA,NA,NA,NA,NA,42.7
180,Lily Pond,Concord Twp,1.6600000000000001,EUTRO,no dam,KENNEBEC,UPPER MIDDLE KENNEBEC,Kennebec River (6),103000303,Mahoney Hill,Somerset,431493,4985070,45.0157709,-69.86944351,n/a,None known,Warmwater,97124.55,0.16,1.2,1.8,297002,87,75.11,106.7
181,North Myers Pond,Columbia,NA,MESO,no dam,COASTAL,PLEASANT,Pleasant River,105000208,Epping,Washington,592128,4947679,44.67656913,-67.83760661,n/a,None known,Bait,16187.43,0.05,3.7,8.8,NA,NA,49.21,64.6
182,Jackson Pond,Concord Twp,2.43,EUTRO,surface increased <50%,KENNEBEC,UPPER MIDDLE KENNEBEC,Kennebec River (6),103000303,Bingham,Somerset,428821,4985226,45.01690834,-69.90337759,n/a,None known,Coldwater,125452.55,0.19,3,6.4,372183,155,152.81,169.5
183,South Myers Pond,Columbia,NA,MESO,no dam,COASTAL,PLEASANT,Bois Bubert Coastal,105000211,Epping,Washington,592094,4947573,44.67561532,-67.83806281,n/a,None known,Bait,12140.57,0.05,2.4,3.7,NA,NA,129.5,65.5
184,Tibbetts Pond,Concord Twp,NA,EUTRO,no dam,KENNEBEC,UPPER MIDDLE KENNEBEC,Kennebec River (6),103000303,Mahoney Hill,Somerset,431788,4984295,45.00882483,-69.86560412,n/a,None known,Coldwater,20234.28,0.05,4,8.5,NA,NA,51.8,114.3
186,Morse Pond,Bingham,NA,NA,NA,KENNEBEC,UPPER MIDDLE KENNEBEC,Kennebec River (6),103000303,Mahoney Hill,Somerset,436088,4991422,45.07337467,-69.81194815,n/a,None known,n/a,8093.71,0.05,NA,NA,NA,NA,152.81,361.2
188,Withee Pond,Mayfield Twp,NA,NA,NA,KENNEBEC,UPPER MIDDLE KENNEBEC,Austin Stream,103000302,Mahoney Hill,Somerset,439137,4992882,45.08678474,-69.77338978,n/a,None known,n/a,72843.42,0.13,NA,NA,NA,NA,95.83,423.1
190,Chase Pond,Moscow,7.69,EUTRO,no dam,KENNEBEC,UPPER MIDDLE KENNEBEC,Austin Stream,103000302,Caratunk,Somerset,430221,5000969,45.15875263,-69.88779882,n/a,None known,Coldwater,441107.35,0.27,2.1,2.4,690296,468,712.25,411.5
192,Little Chase Pond,Moscow,NA,NA,NA,KENNEBEC,UPPER MIDDLE KENNEBEC,Austin Stream,103000302,Caratunk,Somerset,429844,4999560,45.14603182,-69.89240027,n/a,None known,n/a,8093.71,0.1,NA,NA,NA,NA,818.44,390.1
194,Mink Pond #1,Moscow,NA,NA,NA,KENNEBEC,UPPER MIDDLE KENNEBEC,Austin Stream,103000302,Caratunk,Somerset,429605,4997893,45.13099889,-69.89521255,n/a,None known,n/a,20234.28,0.06,NA,NA,NA,NA,25.9,385.6
196,Temple Pond,Moscow,NA,EUTRO,NA,KENNEBEC,UPPER MIDDLE KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Bingham,Somerset,429239,4991709,45.07530892,-69.89898395,n/a,None known,n/a,24281.14,0.08,NA,NA,NA,NA,NA,143.3
198,Mink Pond #2,Moscow,NA,NA,NA,KENNEBEC,UPPER MIDDLE KENNEBEC,Austin Stream,103000302,Caratunk,Somerset,429801,4998174,45.13355335,-69.89275712,n/a,None known,n/a,8093.71,0.03,NA,NA,NA,NA,18.13,387.1
200,Clear Pond,Pleasant Ridge Plt,1.86,MESO,no dam,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Bingham,Somerset,422355,4995667,45.1102065,-69.98704958,n/a,None known,Coldwater,101171.41,0.16,5.2,10.4,476234,158,152.81,366.4
202,Rowe Pond,Pleasant Ridge Plt,0.67,MESO,no dam,KENNEBEC,CARRABASSETT,Kennebec River (4) at Wyman Dam,103000301,Bingham,Somerset,422025,4997238,45.12431469,-69.99148436,n/a,None known,Coldwater,829605.57,0.64,4.3,13.1,3529394,230,476.56,367
204,Bean Pond,Pleasant Ridge Plt,2.18,MESO,no dam,KENNEBEC,CARRABASSETT,Kennebec River (4) at Wyman Dam,103000301,Caratunk,Somerset,423027,4997604,45.12771624,-69.97880458,n/a,None known,Coldwater,113311.98,0.24,3.7,11.6,321366,126,155.4,381
206,Brandy Pond,Pleasant Ridge Plt,2.33,MESO,no dam,KENNEBEC,CARRABASSETT,Kennebec River (4) at Wyman Dam,103000301,Caratunk,Somerset,421688,4998040,45.13149083,-69.99589914,n/a,None known,Coldwater,12140.57,0.05,NA,2.4,24000,3,15.54,373.4
208,Lost Pond,Pleasant Ridge Plt,2.41,MESO,no dam,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Caratunk,Somerset,422613,4999530,45.1450052,-69.98436921,n/a,None known,Coldwater,84983.98,0.14,3,6.1,230510,95,90.65,382.2
210,unnamed pond,Moscow,NA,NA,NA,NA,NA,Austin Stream,103000302,Caratunk,Somerset,429216,4999347,45.14405251,-69.9003651,n/a,None known,n/a,28327.99,0.08,NA,NA,NA,NA,NA,410
212,Moores Bog,Caratunk,NA,NA,NA,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Caratunk,Somerset,424861,5009064,45.23105827,-69.95720479,n/a,None known,n/a,68796.56,0.26,NA,NA,NA,NA,2015.01,307.8
214,Log Landing Pond,Caratunk,NA,NA,NA,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Caratunk,Somerset,425603,5007291,45.21517403,-69.9474975,n/a,None known,n/a,48562.28,0.14,NA,NA,NA,NA,181.3,314.2
216,Deer Pond,Caratunk,NA,NA,NA,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Caratunk,Somerset,427797,5006251,45.20604924,-69.91940615,n/a,None known,n/a,24281.14,0.1,NA,NA,NA,NA,424.76,374.9
218,Sunday Pond,Caratunk,2.17,NA,NA,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Caratunk,Somerset,428122,5009282,45.2333613,-69.91570728,n/a,None known,n/a,12140.57,0.06,NA,NA,35100,11,28.49,603.5
219,Kerosene Pond,T30 MD BPP,0.99,MESO,no dam,MACHIAS,WEST BRANCH-MOPANG,Machias River,105000205,Tug Mtn,Washington,589724,4973818,44.91213646,-67.86333285,n/a,None known,n/a,24281.14,0.06,3.7,5.2,77025,8,56.98,71.9
220,Robinson Pond,Caratunk,1.75,MESO,no dam,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Caratunk,Somerset,429249,5004590,45.19124765,-69.90068428,n/a,None known,Coldwater,157827.4,0.26,2.4,5.5,321303,71,103.6,449.9
224,Pleasant Pond,"Caratunk, The Forks Plt",0.1,OLIGO,no dam,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,The Forks,Somerset,427740,5011543,45.25367386,-69.92090591,Above average,None known,Coldwater,4196590.11,1.06,23.5,60.4,96202684,1076.99,1497.01,386.5
226,Doughnut Pond,Caratunk,1.62,NA,NA,KENNEBEC,UPPER MIDDLE KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Caratunk,Somerset,429251,5004141,45.18720487,-69.90059056,n/a,None known,n/a,16187.43,0.06,NA,NA,48600,12,18.13,484.6
227,Lake Wassookeag,Dexter,0.39,MESO,surface increased <50%,KENNEBEC,EAST BRANCH SEBASTICOOK,Sebasticook River (3) at Burnham,103000308,Dexter,Penobscot,475877,4986538,45.031886,-69.30624229,Above average,None known,Coldwater + Warmwater,4661978.6,1.93,8.2,26.2,39117480,2552.99,3030.29,132
228,Chase Bog,Caratunk,8.81,NA,NA,KENNEBEC,UPPER MIDDLE KENNEBEC,Austin Stream,103000302,Caratunk,Somerset,430220,5002837,45.17556207,-69.88808247,n/a,None known,n/a,64749.7,0.13,NA,NA,210002,270,271.95,453.5
230,Decker Pond #2,Caratunk,2.19,NA,NA,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Caratunk,Somerset,426409,5005121,45.19572993,-69.93690723,n/a,None known,Coldwater,60702.85,0.13,NA,NA,157951,57,199.43,381
232,Decker Pond #1,Caratunk,12.3,NA,NA,KENNEBEC,UPPER KENNEBEC,Kennebec River (4) at Wyman Dam,103000301,Caratunk,Somerset,426045,5005125,45.19572825,-69.94154366,n/a,None known,Coldwater,24281.14,0.08,NA,NA,84001,120,176.12,379.5
234,Heald Pond (Big),Caratunk,13.620000000000001,EUTRO,no dam,KENNEBEC,UPPER MIDDLE KENNEBEC,Austin Stream,103000302,Caratunk,Somerset,431178,5004588,45.19141612,-69.8761235,n/a,None known,Coldwater,202342.82,0.24,1.2,1.8,157462,305,313.39,420.6
235,Round Pond,"Lee, T3 R7 WELS",0.37,MESO,no dam,PENOBSCOT,PASSADUMKEAG,Passadumkeag River,102000503,Weir Pond,Penobscot,560315,5020564,45.33599241,-68.23021545,n/a,None known,Warmwater,52609.13,0.1,3.7,8.8,170224,8,12.95,87.2
236,Big Dimmock Pond,Caratunk,1.18,MESO,no dam,KENNEBEC,UPPER KENNEBEC,Kennebec River (2) above The Forks,103000106,Dimmick Mtn,Somerset,432530,5007653,45.21913222,-69.85933042,n/a,None known,Coldwater,335889.08,0.29,5.5,11.9,1743230,231,313.39,445.9
238,Mountain Dimmock Pond,Caratunk,0.5,OLIGO,no dam,KENNEBEC,UPPER KENNEBEC,Kennebec River (2) above The Forks,103000106,Caratunk,Somerset,431275,5006075,45.20480847,-69.87509423,n/a,None known,Coldwater,174014.83,0.26,6.7,17.7,943667,53,69.93,618.7
